"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
4382;"L'AISNE A LISLE-EN-BARROIS 1";"03145290";852643;6869963;104610;2022-06-22;0,034;NA;NA;11,1;4,3;NA;NA;7,5;NA;"";"absence";"absence";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aisne";15;26,84;39,5;56;0,581;29,662;0,757;4,304;4,485;0,299;0,181;0,17;19,008;1,687;10,976;9,495;13,303;1,749;1,165;0,831;5,503;61,106;1,417;0,742;0,007;0,156;0,943;2,241;0,236;0,137;1,75;100,868;0,041;11,545;5;0,176;30;0;0,108;NA;35,622;51,073;13,305;1,47;42,17;0;9;"TABLES CALCAIRES";0;1,02;5,624;413,786;43,581;0;0,338;-0,166;-0,042;0,484;0,791;0,836;1,295;-0,436;-0,088;1,423;0,982;1,844;6,069;"TABLES CALCAIRES";"moyen"
4383;"L'AA RIVIÈRE À VERCHOCQ (62)";"01101100";632302;7052838;165989;2022-10-21;0,513;NA;1,5;13,5;11,3;189;NA;1,5;NA;"";"bosquets éparses";"semi-continue";"Réseau historique Artois-Picardie";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aa";15;33;53;82,16;0,618;39,574;3,543;12,04;12,187;0,465;0,309;0,304;28,755;8,271;63,38;16,167;17,228;4,286;3,959;3,7;3,796;54,448;48,573;4,795;0,048;0,171;0,591;4,482;0,277;0,807;4,321;103,723;0,129;47,371;3;0,193;30;0;0,35;NA;12,264;87,736;0;0,943;117,04;0,008;9;"TABLES CALCAIRES";0;1,08;7,99;117,573;7,273;0;0,559;-0,634;-0,054;1,167;-0,379;2,052;2,139;-1,664;-0,114;3,432;-0,471;4,528;12,347;"TABLES CALCAIRES";"tres fort"
4384;"MANSE A SAINTE-MAURE-DE-TOURAINE";"04570042";518190,9;6670771;198335;2022-11-10;0,025;NA;0,42;5,35;2,97;74,9;NA;0,793;NA;"Blocs ponctuels apportés lors de la recharge granulométrique au droit des radiers";"continue";"semi-continue";"Réseau de suivi départemental de la qualité des eaux superficielles d’Indre-et-Loire dans le cadre des travaux d’élargissement de l’A10 et des opérations de restauration hydromorphologiques associées";"Mesures granulométriques réalisées sur un radier situé hors station à environ 30 m en aval de la station.

Pour le colmatage
- Radier A en aval immédiat de la passerelle - c'est un radier existant rechargé.
- Radier B à 30 m en aval de la station - c'est un radier créé.";"2017";"RIVE SARL";"Manse";15;27;40;92,48;0,819;33,98;1,457;3,385;3,81;0,6;0,416;0,362;7,391;1,199;5,622;6,03;7,192;1,539;0,932;0,779;4,031;6,06;0,161;0,626;0,006;0,271;0,627;0,387;0,064;0,029;1,539;100,91;0,01;0,208;3;0,236;30;0;0,595;NA;61,616;37,374;1,01;1,387;57,687;0,484;9;"TABLES CALCAIRES";0;1;2,043;15,893;2,636;0;-0,211;-0,507;0,223;0,291;-1,321;0,002;-0,809;-1,33;0,472;0,855;-1,64;0,005;5,111;"TABLES CALCAIRES";"faible"
4392;"LE CHOISILLE A SAINT-CYR-SUR-LOIRE";"04449023";522849;6702288;204851;2022-06-29;0,326;0,326;0,75;7,36;5,26;103;NA;0,87;NA;"";"espacée-régulière";"espacée-régulière";"Réseau de suivi hydrobiologique du contrat territorial de restauration des cours d’eau du bassin versant de la Choisille";"Limite amont - Milieu de radier
Limite aval - Limite parcellaire grillage";"2017";"HYDROCONCEPT";"Choisille";15;11;29;127;2,083;13,929;1,929;4,86;5,163;0,569;0,388;0,363;9,273;11,247;8,964;6,981;8,361;1,758;1,283;1,068;3,999;9,116;3,107;0,71;0,007;0,199;0,501;0,617;0,088;0,355;1,765;101,15;0,101;3,827;2;0,175;30;0;0,325;NA;47,664;46,729;5,607;2,048;286,632;0,473;9;"TABLES CALCAIRES";0;1,21;5,872;50,116;7,178;0;-0,554;-0,668;-0,246;0,089;-0,539;-0,375;-2,121;-1,751;-0,522;0,261;-0,669;-0,827;6,151;"TABLES CALCAIRES";"moyen"
4394;"L'ARDUSSON A FERREUX-QUINCEY 2";"03011840";744712;6817768;94292;2022-10-18;0,409;NA;0,9;8,6;6,35;120,4;NA;5,089;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ardusson";15;9,246;18,875;46,793;1,122;12,916;1,82;6,583;6,71;0,399;0,278;0,273;16,96;7,485;3,974;8,526;8,848;0,684;0,467;0,45;12,566;22,461;1,246;0,346;0,003;0,139;0,513;1,056;0,124;0,32;0,689;99,984;0,15;7,404;4;0,069;30;0;1,083;NA;36,697;42,202;21,101;2,06;127,99;0;9;"TABLES CALCAIRES";0;1,16;4,603;229,796;26,953;0;-0,108;0,554;-1,094;-0,687;0,881;-0,764;-0,414;1,453;-2,319;-2,019;1,093;-1,686;8,984;"TABLES CALCAIRES";"fort"
4412;"LA CHARENTONNE A FERRIERES-SAINT-HILAIRE 1";"03223200";521532,57;6882696,6;205245;2022-05-19;1,431;NA;NA;15,9;14,7;222,6;NA;2,6;NA;"";"isolée";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Charentonne";15;17;25,5;37,48;0,604;18,87;3,759;11,76;11,885;0,466;0,323;0,319;27,654;15,995;11,168;14,098;14,479;1,034;0,794;0,773;13,942;19,708;7,67;0,46;0,005;0,139;0,422;1,883;0,134;0,702;1,06;100,304;0,253;14,154;4;0,152;30;0;0,054;NA;20,968;77,419;1,613;1,861;2121,03;0,835;9;"TABLES CALCAIRES";0;1,14;0,177;4,515;0,32;0;-0,462;0,391;-0,6;-0,86;1,416;-1,208;-1,769;1,026;-1,273;-2,528;1,758;-2,665;11,018;"TABLES CALCAIRES";"tres fort"
4413;"LA COURSE SUR CANCHE A MONTCAVREL (62)";"01002236";614148,32;7046259,42;197748;2020-07-01;1,705;NA;0,95;6,8;6,66;95,2;NA;1,34;NA;"Sous berges - Végétation surplombante";"continue";"espacée-régulière";"Réseau de suivi local de l’opération de restauration hydromorphologique sur la Course (62)";"";"2017";"SCE";"Course sur canche";14;5;33,5;59,16;1,515;10,298;0,038;6,02;6,023;0,009;0,007;0,007;821,424;34769,78;6,126;8,306;8,872;0,835;0,738;0,69;9,953;9,075;6090,54;0,351;0,004;0,004;0,587;1,253;0,151;1016,279;53845,957;53945,888;377,881;9861,972;4;0,002;28;1;0,487;NA;32,99;47,423;19,588;1,952;139,387;0,004;9;"TABLES CALCAIRES";0;1,14;11,164;146,755;17,67;0;-0,16;0,313;-4,887;-0,505;-0,417;-0,376;-0,614;0,82;-10,359;-1,486;-0,518;-0,83;14,627;"TABLES CALCAIRES";"tres fort"
4422;"L'Argent-Or à Poursac";"05022400";487488,3;6543783;73223;2022-10-11;NA;0,13;1,25;11,2;8,8;156,8;NA;0,46;NA;"";"semi-continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Argent or";15;26,68;46,5;85,32;0,911;32,642;3,324;8,12;8,305;0,659;0,41;0,4;13,961;3,359;9,43;10,918;11,392;1,293;0,866;0,828;8,698;3,738;0,599;0,485;0,005;0,254;0,634;0,815;0,075;0,065;1,293;100,598;0,022;0,249;3;0,205;30;0;NA;NA;22,642;40,566;36,792;1,993;92,46;0;9;"TABLES CALCAIRES";0;1,04;9,835;44,381;4,065;0;0,238;0,217;0,03;0,018;-1,663;0,271;0,912;0,569;0,064;0,052;-2,064;0,598;4,26;"TABLES CALCAIRES";"tres faible"
4430;"Le Bramerit en aval de Grandjean (Lieu-dit Chez Ferret)";"05006880";417358,72;6535918,5;73193;2022-05-17;0,054;NA;0,5;4,3;3,4;60,2;NA;2,16;NA;"";"absence";"absence";"Contrôle de surveillance des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Bramerit";15;11,84;30;63,32;1,084;13,658;0,815;3,201;3,485;0,424;0,264;0,235;10,093;3,74;2,633;4,367;4,984;0,892;0,611;0,526;5,245;11,146;0,298;0,352;0,004;0,186;0,722;1,04;0,238;0,12;0,893;100,404;0,05;1,523;4;0,165;30;0;NA;NA;70,297;28,713;0,99;1,531;7517,15;0,124;9;"TABLES CALCAIRES";0;1;580,614;12302,978;2817,181;0;-2,02;-0,707;-0,652;-1,272;1,774;-3,318;-7,732;-1,854;-1,382;-3,74;2,203;-7,322;24,232;"TABLES CALCAIRES";"tres fort"
4447;"LA COURSE SUR CANCHE AMONT DU MOULIN DE FORDRES";"01002288";614175,48;7046280,75;197702;2020-07-01;1,464;NA;0,81;6,03;5,7;84,46;NA;0,45;NA;"Végétation surplombante et chevelu racinaire";"espacée-régulière";"espacée-régulière";"Réseau de suivi local de l’opération de restauration hydromorphologique sur la Course (62)";"";"2017";"SCE";"Course sur canche amont du moulin de fordres";15;0,5;10;48,48;2,803;0,556;0,033;5,316;5,317;0,009;0,006;0,006;589,53;62076,941;6,429;7,348;8,274;0,96;0,873;0,772;7,654;3,406;7122,362;0,389;0,004;0,003;0,469;1,379;0,188;1154,868;71351,708;71451,68;395,512;4432,905;2;0,002;30;8;0,231;NA;37,383;23,364;39,252;1,917;139,352;0,004;9;"TABLES CALCAIRES";0;1,114;11,164;49,283;6,707;0;-0,283;0,05;-4,63;-0,366;-1,508;-0,328;-1,082;0,131;-9,814;-1,075;-1,872;-0,723;14,698;"TABLES CALCAIRES";"tres fort"
4467;"LES MAUVES A MEUNG-SUR-LOIRE";"04444022";602834,2;6748766;205263;2022-06-14;0,397;NA;NA;7,64;7,18;91,7;NA;2,44;NA;"";"bosquets éparses";"espacée-régulière";"Réseau de suivi local de l’opération de restauration hydromorphologique du seuil de St Hilaire à Meung sur Loire sur les Mauves (45)";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Mauves";13;20,84;38,5;57,48;1,138;25,19;1,892;6,802;6,975;0,413;0,264;0,256;19,239;10,53;9,903;9,187;10,137;1,411;1,074;0,97;6,572;23,208;5,046;0,563;0,006;0,185;0,679;1,42;0,155;0,532;1,426;100,901;0,166;13,426;3;0,19;26;8;NA;NA;38,636;56,818;4,545;2,135;196,64;0,012;9;"TABLES CALCAIRES";0;1,029;2,388;57,16;6,222;0;-0,165;-0,135;-0,128;-0,053;0,33;-0,077;-0,63;-0,354;-0,271;-0,154;0,41;-0,17;1,989;"TABLES CALCAIRES";"tres faible"
4472;"LES MAUVES A HUISSEAU-SUR-MAUVES";"04444024";602085;6752318;205323;2022-06-13;0,253;NA;NA;8,5;4,9;NA;NA;0,5;NA;"";"bosquets éparses";"bosquets éparses";"Réseau de suivi local de l’opération de restauration hydromorphologique du seuil de St Hilaire à Meung sur Loire sur les Mauves (45)";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Mauves";15;2;17,5;50,16;1,906;4,626;1,587;4,525;4,788;0,504;0,35;0,329;9,445;14,961;7,569;9,265;9,968;1,336;0,816;0,758;6,977;3,718;2,105;0,472;0,005;0,159;0,431;0,645;0,07;0,281;1,34;100,806;0,1;1,119;3;0,169;30;0;0,31;NA;54,082;42,857;3,061;1,739;157,601;0,015;9;"TABLES CALCAIRES";0;1,058;1,866;9,153;0,988;0;-0,089;-0,054;-0,218;-0,061;-1,35;-0,229;-0,339;-0,142;-0,461;-0,179;-1,676;-0,506;3,303;"TABLES CALCAIRES";"tres faible"
4474;"MASSE OU AMASSE à SOUVIGNY-DE-TOURAINE";"04053320";553685;6703118;117635;2023-05-05;0,108;NA;0,67;8,5;4,73;120;NA;2,4;NA;"";"bosquets éparses";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"Limite amont de la station en tête de radier en aval du pont de Mazeure";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Masse ou amasse";15;20;31;50;0,63;23,094;1,903;4,85;5,194;0,526;0,365;0,335;12,598;2,401;8,682;8,482;9,5;1,533;1,029;0,913;5,707;21,484;0,961;0,649;0,006;0,261;0,659;1,24;0,146;0,116;1,534;100,865;0,038;2,713;5;0,226;30;4;0,433;NA;24,561;68,421;7,018;2,105;126;0,549;9;"TABLES CALCAIRES";0;1,02;5,039;118,638;13,987;0;-0,109;-0,234;0,095;0,124;0,122;0,026;-0,416;-0,613;0,201;0,364;0,152;0,056;1,802;"TABLES CALCAIRES";"tres faible"
4480;"BOUZANNE à VELLES";"04091250";595772;6621445;119867;2023-05-26;0,399;NA;NA;14,1;7,8;NA;NA;2,17;NA;"";"bosquets éparses";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Bouzanne";14;24,36;40;51,64;0,568;27,089;2,632;7,866;8,117;0,539;0,311;0,299;19,658;7,285;20,475;14,754;16,208;2,065;1,397;1,269;7,297;27,016;8,144;0,795;0,008;0,293;0,885;2,343;0,159;0,413;2,074;101,336;0,114;12,007;4;0,297;28;0;0,487;NA;24,731;75,269;0;1,781;400,7;0,346;9;"TABLES CALCAIRES";0;1,79;19,073;406,02;27,52;0;0,092;-0,098;0,247;0,18;0,519;0,275;0,352;-0,257;0,523;0,529;0,644;0,607;2,911;"TABLES CALCAIRES";"tres faible"
4483;"BOULON à MAZANGE";"04108050";548720;6749090;120835;2023-06-02;0,174;NA;1,02;7,66;7,2;107,3;NA;1,3;NA;"Annexe";"semi-continue";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Boulon";15;14;26;51;0,835;16,392;1,646;5,499;5,782;0,468;0,305;0,285;16,711;6,77;7,27;7,364;8,392;1,331;0,996;0,867;5,735;11,051;1,613;0,533;0,005;0,215;0,715;1,09;0,148;0,227;1,334;100,796;0,074;2,858;3;0,254;30;0;0,487;NA;17,442;82,558;0;1,786;141,6;0,761;9;"TABLES CALCAIRES";0;1,01;1,959;24,983;3,393;0;-0,286;-0,24;0,2;-0,042;-0,441;-0,213;-1,093;-0,629;0,425;-0,123;-0,547;-0,471;3,288;"TABLES CALCAIRES";"tres faible"
4484;"LE TREMONT A SAINT-EVROULT-NOTRE-DAME-DU-BOIS 1";"03222418";509864;6856063;166805;2023-05-31;0,005;NA;0,3;2,5;2,25;NA;NA;5,14;NA;"";"continue";"continue";"Réseau de référence pérenne de la qualité des cours d'eau du bassin Seine Normandie";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Tremont";15;30;48,5;71,16;0,576;33,941;0,199;1,852;1,948;0,16;0,105;0,095;22,148;1,681;1,129;2,796;3,314;0,545;0,413;0,343;5,431;17,32;0,067;0,252;0,003;0,1;0,958;0,654;0,234;0,062;0,546;100,296;0,031;1,268;3;0,136;30;0;1,01;NA;30,435;69,565;0;1,524;3,07;1;9;"TABLES CALCAIRES";0;1,02;0,11;5,547;1,984;0;-0,085;0,07;-0,021;-0,134;-0,713;-0,06;-0,324;0,183;-0,044;-0,395;-0,885;-0,132;1,962;"TABLES CALCAIRES";"tres faible"
4485;"LE LONGUE PLAINE A SORIGNY";"04475031";522921;6684654;194716;2023-05-04;0,006;NA;0,195;2,87;1,36;41;NA;5,946;NA;"blocs";"isolée";"bosquets éparses";"Réseau de suivi départemental de la qualité des eaux superficielles d’Indre-et-Loire dans le cadre des travaux d’élargissement de l’A10 et des opérations de restauration hydromorphologiques associées";"";"2017";"RIVE SARL";"Longue plaine";15;10,68;27;41,16;1,141;15,036;0,153;1,466;1,544;0,15;0,092;0,087;10,407;2,649;1,129;3,017;3,391;0,589;0,37;0,328;5,097;19,143;0,11;0,237;0,002;0,068;0,665;0,568;0,188;0,104;0,59;100,32;0,056;2,19;5;0,066;30;30;NA;NA;19,212;51,724;29,064;1,956;12,395;0,302;9;"TABLES CALCAIRES";0;1,3;0,406;23,682;7,849;0;-0,434;-0,127;-0,891;-0,348;0,033;-0,795;-1,662;-0,332;-1,888;-1,024;0,041;-1,753;6,7;"TABLES CALCAIRES";"moyen"
4486;"L'URE A SILLY-EN-GOUFFERN 2";"03233980";486682;6854298;79771;23-06-01;0,055;NA;0,6;7,65;4,1;107,1;NA;2,1;NA;"";"continue";"espacée-régulière";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ure";15;18,68;30,5;49,48;0,783;20,322;0,739;3,415;3,555;0,312;0,207;0,197;12,712;4,797;6,359;6,193;7,304;1,425;1,024;0,869;4,349;17,898;1,273;0,602;0,006;0,138;0,648;0,95;0,153;0,207;1,428;101,003;0,066;4,334;3;0,169;30;0;0,152;NA;78,261;21,739;0;1,579;81,77;0,094;9;"TABLES CALCAIRES";0;1,03;2,316;47,712;7,704;0;-0,291;-0,464;-0,149;0,141;-0,197;-0,058;-1,114;-1,218;-0,315;0,415;-0,244;-0,129;3,435;"TABLES CALCAIRES";"tres faible"
4500;"LA RIVIERE DU COMMERCE A LILLEBONNE 3";"03207020";521483,11;6936900,03;79108;2023-06-16;0,133;NA;0,45;4,4;3,27;NA;NA;4;NA;"";"isolée";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"Toute la station est entièrement colmatée par des sédiments fins et vase_ pas de granulométrie réalisée_
Pas de radier à proximité de la station";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Commerce";15;NA;NA;NA;NA;NA;1,253;3,526;3,799;0,487;0,356;0,33;7,31;3,515;2,38;4,383;4,879;0,779;0,544;0,488;5,651;19,159;0,328;0,326;0,003;0,115;0,316;0,275;0,063;0,138;0,78;100,17;0,06;2,948;3;0,055;30;0;NA;NA;100;0;0;0,317;167,5;0,007;9;"TABLES CALCAIRES";0;1,01;2,946;115,601;26,376;0;-0,856;-0,271;-1,348;-0,613;0,756;-1,418;-3,275;-0,71;-2,858;-1,803;0,938;-3,13;12,714;"TABLES CALCAIRES";"tres fort"
4501;"LE ROULOIR A CONCHES-EN-OUCHE 2";"03198530";552030;6876700;189214;2023-06-14;0,351;NA;0,8;7,8;5,76;NA;NA;3,5;NA;"";"continue";"absence";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rouloir";15;19;40;71,32;0,958;22,956;1,277;5,585;5,695;0,336;0,231;0,226;17,397;12,543;4,513;7,384;7,887;0,833;0,613;0,574;8,941;19,698;2,312;0,354;0,004;0,103;0,446;0,764;0,103;0,516;0,847;100,32;0,211;10,862;2;0,147;30;0;NA;NA;8,036;86,607;5,357;1,828;262,05;0,976;9;"TABLES CALCAIRES";0;1,02;2,264;77,734;10,528;0;-0,471;0,146;-0,411;-0,639;0,814;-1,014;-1,802;0,382;-0,872;-1,879;1,011;-2,237;8,182;"TABLES CALCAIRES";"fort"
4513;"L'ITON A CHAISE-DIEU-DU-THEIL 1";"03197000";537952;6854437;78965;2023-06-13;0,44;NA;1,6;13,6;10,9;190,4;NA;0,6;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Iton";15;37;57;100,8;0,694;44,2;3,531;9,734;9,878;0,585;0,36;0,354;18,78;10,169;12,064;14,747;15,202;1,3;0,82;0,794;11,501;4,674;2,577;0,515;0,005;0,214;0,584;2,244;0,152;0,219;1,303;100,66;0,078;1,051;4;0,273;30;4;NA;NA;11,579;74,737;13,684;2,044;151,84;0;9;"TABLES CALCAIRES";0;1,16;4,69;27,605;1,872;0;0,388;0,449;0,263;-0,08;-1,184;0,256;1,483;1,178;0,557;-0,236;-1,469;0,566;5,49;"TABLES CALCAIRES";"faible"
4514;"L'AVRE A MONTIGNY-SUR-AVRE 1";"03194620";554420;6850125;107569;2023-06-12;0,662;NA;2,1;17,3;14,83;NA;NA;0,8;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Seine et cours d'eau côtiers normands";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Avre";15;14,84;26;47,64;0,788;17,653;4,684;14,517;14,606;0,479;0,322;0,32;31,773;10,673;13,961;18,395;18,654;1,045;0,759;0,748;17,78;5,87;3,473;0,424;0,004;0,143;0,445;0,971;0,053;0,25;1,049;100,472;0,092;1,485;2;0,256;30;0;0,65;NA;20,909;72,727;6,364;2,009;415,25;0,97;9;"TABLES CALCAIRES";0;1,96;8,771;68,835;3,742;0;0,302;0,789;0,092;-0,508;-0,464;-0,127;1,154;2,07;0,195;-1,495;-0,575;-0,279;5,768;"TABLES CALCAIRES";"faible"
4526;"RU D'OCQ A ST JULIEN DU SAULT 2";"03029650";722554;6770038;202708;2023-05-24;0,27;NA;0,4;7,25;2,95;101;NA;7,03;NA;"DL - Débris ligneux grossiers / Embâcle";"absence";"absence";NA;"Coordonnées aval
X aval   722 605
Y aval   6 770 014";"2017";"AQUASCOP";"Ocq";15;20;51;93,64;1,001;27,437;0,942;3,263;3,496;0,451;0,282;0,259;8,375;8,414;4,968;8,264;8,801;1,166;0,612;0,57;7,236;39,321;2,41;0,489;0,005;0,213;0,726;2,055;0,249;0,506;1,18;100,372;0,208;21,39;4;0,256;30;0;NA;NA;10,744;89,256;0;1,687;74,589;0,206;9;"TABLES CALCAIRES";0;1,069;2,348;161,928;19,594;0;0,025;0,053;0,276;-0,041;0,972;-0,257;0,097;0,14;0,584;-0,12;1,206;-0,567;2,714;"TABLES CALCAIRES";"tres faible"
4528;"LE RU DE COUPE A CIERGES 1";"03114123";742974,76;6896549,81;178725;2023-06-21;0,009;NA;0,22;6,23;1,55;87,3;NA;10,554;NA;"";"semi-continue";"semi-continue";NA;"Coordonnées aval 
X aval   742 964
Y aval   6 896 564";"2017";"AQUASCOP";"Coupe";15;16;29,5;54,64;0,802;18,337;0,266;1,46;1,655;0,267;0,166;0,142;7,263;1,192;5,027;5,996;7,21;1,628;0,839;0,697;3,68;72,159;0,484;0,612;0,006;0,14;0,77;0,84;0,14;0,099;1,629;100,902;0,035;8,523;3;0,194;30;0;0,541;NA;49,038;47,115;3,846;2,003;8,019;0;9;"TABLES CALCAIRES";0;1,01;0,352;36,444;6,078;0;0,385;-0,411;0,234;0,759;0,42;0,928;1,474;-1,078;0,495;2,231;0,521;2,048;7,847;"TABLES CALCAIRES";"fort"
4532;"LE RU DE LA FONTAINE A VENIZY 2";"03038617";753222,48;6771132,23;192702;2023-05-24;0,202;NA;0,35;6,95;2,69;98,52;NA;4,28;NA;"";"semi-continue";"continue";NA;"Coordonnées aval
X aval    753 273
Y aval    6 771 294";"2017";"AQUASCOP";"Fontaine";15;22;41,5;61,32;0,762;25,673;0,55;2,618;2,785;0,309;0,214;0,199;9,425;16,501;2,721;5,689;6,174;0,876;0,484;0,444;6,567;18,635;1,709;0,367;0,004;0,099;0,465;1,069;0,188;0,643;0,898;100,38;0,297;13,007;1;0,188;30;0;0,595;NA;38,679;61,321;0;1,911;22,595;0,003;9;"TABLES CALCAIRES";0;1,12;0,946;39,72;6,982;0;0,016;0,07;0,09;-0,077;-0,038;-0,231;0,063;0,183;0,191;-0,227;-0,047;-0,509;1,22;"TABLES CALCAIRES";"tres faible"
4533;"L'OURCQ A VILLERS-SUR-FERE 2";"03114245";739432;6899137;78417;2023-06-19;0,082;NA;0,55;8,04;3,94;112,05;NA;0,271;NA;"";"semi-continue";"semi-continue";NA;"Coordonnées aval
X aval    736 446
Y aval    6 899 134";"2017";"AQUASCOP";"Ourcq";15;15,68;43,5;90;1,164;18,845;0,98;3,179;3,477;0,453;0,308;0,277;7,625;11,968;11,532;7,418;9,97;2,619;1,563;1,159;2,835;3,081;2,507;1,064;0,011;0,159;0,503;0,694;0,094;0,219;2,621;102,153;0,056;0,906;3;0,222;30;0;0,541;NA;83,607;14,754;1,639;1,069;57,08;0;9;"TABLES CALCAIRES";0;1;2,13;5,663;0,763;0;-0,001;-0,858;0,161;0,824;-2,399;0,726;-0,004;-2,25;0,341;2,424;-2,978;1,602;9,599;"TABLES CALCAIRES";"tres fort"
