"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
4088;"SALON A AUTET ";"06004000";902447;6719092;144643;2021-05-06;1,87;NA;1,8;15,3;12,8;214,2;NA;3,3;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Salon";15;16,84;26;44,16;0,667;19,889;4,632;14,367;14,548;0,487;0,338;0,332;31,54;14,646;36,132;21,75;22,883;2,131;1,698;1,598;10,327;51,735;41,551;0,827;0,008;0,148;0,459;7,467;0,343;1,242;2,215;101,375;0,303;69,149;4;0,114;30;13;NA;NA;12,698;80,159;7,143;2,021;425,11;0,003;10;"COTES CALCAIRES EST";0;1,33;33,995;1100,52;50,599;0;0,348;0,224;-1,2;0,102;0,619;0,61;1,733;0,861;-3,501;0,427;0,707;1,691;8,921;"COTES CALCAIRES EST";"fort"
4102;"ROMAINE A LE-PONT-DE-PLANCHES 1";"06003770";919536;6718920;144571;2021-06-01;1,17;NA;1;9,2;6,7;128;NA;1,7;NA;"";"semi-continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"Apports de pierre de l'ancienne abbaye sur le radier. La granulométrie est donc faussée.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Romaine";15;8;23;74,96;1,493;11,441;5,89;6,583;7,551;1,155;0,874;0,755;6,173;5,81;18,272;8,909;11,502;2,755;2,041;1,569;3,227;26,169;5,911;1,111;0,011;0,372;0,409;1,687;0,189;0,345;2,761;101,497;0,078;11,503;2;0,282;30;4;0,595;NA;75,229;13,761;11,009;1,882;109,72;0;10;"COTES CALCAIRES EST";0;1,01;11,168;186,249;20,905;0;-0,081;-0,815;0,073;0,694;-0,239;0,714;-0,404;-3,13;0,212;2,919;-0,274;1,979;8,917;"COTES CALCAIRES EST";"fort"
4127;"LE BREVON A BUSSEAUT 1";"03000890";823975;6738795;77864;2021-05-11;0,492;NA;0,7;6;5,2;84;NA;2,6;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Brevon";15;10;16;27;0,784;11,619;2,047;5,066;5,439;0,551;0,407;0,374;10,048;9,075;3,354;5,655;6,245;0,795;0,598;0,535;7,465;13,636;1,022;0,338;0,003;0,16;0,381;1,64;0,29;0,335;0,801;100,141;0,141;5,021;3;0,192;30;1;NA;NA;46,154;50;3,846;1,941;93,96;0;10;"COTES CALCAIRES EST";0;1,06;9,809;250,188;44,243;0;-0,483;0,038;-0,268;-0,511;0,163;-0,891;-2,401;0,146;-0,782;-2,147;0,186;-2,47;8,134;"COTES CALCAIRES EST";"fort"
4128;"LE RUISSEAU DE VILLARNON A MONTMOYEN 1";"03006354";834739;6735299;93954;2021-05-10;0,018;NA;0,4;3,7;2,93;51,8;NA;7,7;NA;"";"semi-continue";"continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Villarnon";15;4;10;17;1,342;4,885;0,189;2,67;2,732;0,13;0,071;0,069;23,438;6,476;1,282;4,111;4,374;0,427;0,314;0,294;9,75;22,219;0,322;0,228;0,002;0,049;0,704;1,112;0,271;0,267;0,431;100,101;0,153;6,331;5;0,058;30;0;0,595;NA;51,22;47,967;0,813;1,749;2,57;0;10;"COTES CALCAIRES EST";0;1,04;0,32;24,172;5,88;0;0,429;0,635;-0,49;-0,24;0,731;0,234;2,134;2,44;-1,429;-1,011;0,835;0,649;8,498;"COTES CALCAIRES EST";"fort"
4130;"OUCHE A LA-BUSSIERE-SUR-OUCHE ";"06014940";830252;6680250;145199;2021-05-06;0,154;NA;1,4;15;9,83;210;NA;4;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ouche";15;36,68;65;98;0,976;42,213;3,557;10,36;10,572;0,589;0,357;0,346;23,207;1,39;24,947;16,119;17,28;2,152;1,547;1,444;7,627;56,644;2,801;0,825;0,008;0,277;0,786;1,4;0,087;0,114;2,152;101,1;0,029;6,863;3;0,404;30;4;0,736;NA;19,298;52,632;28,07;1,916;312,16;0,02;10;"COTES CALCAIRES EST";0;1,51;16,282;638,906;39,636;0;0,154;-0,051;0,151;0,188;0,767;0,419;0,768;-0,194;0,439;0,791;0,876;1,161;4,23;"COTES CALCAIRES EST";"tres faible"
4135;"TILLE A CUSSEY-LES-FORGES ";"06011760";857229;6722592;72627;2021-04-30;0,662;NA;1;15;9,5;210;NA;2,3;NA;"";"continue";"continue";"Réseau de référence pérenne de la qualité des cours d’eau du bassin Rhône-Méditerranée";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Tille";15;24;39;56;0,664;28,256;4,777;11,337;11,608;0,746;0,435;0,423;17,381;5,131;21,03;17,327;18,277;1,851;1,226;1,162;9,542;26,221;5,72;0,64;0,006;0,277;0,658;2,228;0,129;0,275;1,855;100,882;0,08;7,568;5;0,262;30;2;0,65;NA;35,211;49,296;15,493;2,077;207,42;0;10;"COTES CALCAIRES EST";0;1,19;20,417;460,669;26,586;0;0,366;0,211;-0,174;0,139;0,155;0,485;1,823;0,81;-0,506;0,585;0,177;1,345;5,245;"COTES CALCAIRES EST";"faible"
4136;"OUCHE A ECHENON ";"06016500";873343;6669937;72634;2021-05-05;3,486;NA;2,5;24;19,5;336;NA;0,6;NA;"";"semi-continue";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"Merlon RG pas continu donc pas pris en compte.
Mesures au niveau usagé avec flou parfois possiblement quelques imprécisions dans les mesures.
Pas de radier pas de mesure de granulométrie.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ouche";15;NA;NA;NA;NA;NA;18,096;21,297;21,825;1,201;0,853;0,831;18,291;8,897;50,327;25,642;27,157;2,578;1,967;1,854;10,015;10,915;16,555;0,985;0,01;0,289;0,333;1,714;0,067;0,33;2,584;101,27;0,075;3,816;3;0,257;30;7;0,671;NA;8,911;82,178;8,911;1,347;942,18;0,069;10;"COTES CALCAIRES EST";0;1,44;57,895;340,77;13,29;0;0,241;0,121;-0,601;0,095;-0,971;0,48;1,198;0,463;-1,753;0,4;-1,11;1,331;6,255;"COTES CALCAIRES EST";"moyen"
4138;"L'ARMANÇON A MONTIGNY-SUR-ARMANCON 1";"03036510";804252;6702088;97428;2021-08-30;0,183;0,183;0,8;12;5,87;168;NA;1,5;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Armancon";15;9,84;24;68,64;1,549;13,19;2,917;7,487;7,841;0,553;0,362;0,342;17,924;3,314;20,423;17,692;19,673;2,069;1,464;1,25;8,047;18,396;3,042;0,802;0,008;0,313;0,807;24,216;1,369;0,173;2,07;101,391;0,046;3,751;3;0,447;30;0;NA;NA;34,4;55,2;10,4;2,069;221,06;0,1;10;"COTES CALCAIRES EST";0;1,27;13,907;204,642;11,567;0;0,365;0,035;0,345;0,234;-0,264;0,419;1,818;0,133;1,006;0,985;-0,301;1,161;5,405;"COTES CALCAIRES EST";"faible"
4149;"FONTAINE DE LA MIGNON A SAINT-VIT";"06000335";915511;6679698;202839;2022-03-29;0,025;NA;0,35;4,23;2,46;59,26;NA;0,27;NA;"CR/VS/DL/PD";"isolée";"continue";NA;"ras";"2017";"FDAAPPMA DOUBS";"Fontaine de la mignon";15;NA;NA;NA;NA;NA;0,445;2,473;2,592;0,283;0,177;0,169;86,874;11,197;2,699;3,847;4,57;0,956;0,706;0,592;4,111;1,569;0,35;0,341;0,003;0,106;0,607;0,432;0,112;0,13;0,957;100,666;0,049;0,244;2;0,075;30;0;NA;NA;100;0;0;0,677;6,574;0;10;"COTES CALCAIRES EST";0;1;0,649;1,719;0,447;0;0,042;-0,315;-0,482;0,334;-2,485;0,434;0,207;-1,209;-1,407;1,403;-2,839;1,202;8,266;"COTES CALCAIRES EST";"fort"
4150;"FONTAINE DE LA MIGNON A SAINT-VIT";"06000336";915760;6679684;202840;2022-04-30;0,05;NA;0,32;2,9;2,27;40,6;NA;5,89;NA;"SB/DL/VS/PD";"continue";"continue";NA;"";"2017";"FDAAPPMA DOUBS";"Fontaine de la mignon";15;0,5;41,5;72;2,948;3,779;0,4;2,026;2,215;0,306;0,188;0,172;7,365;5,28;10,519;2,918;4,077;3,857;3,602;2,745;0,756;158,6;8,357;5,127;0,051;0,119;0,613;0,326;0,112;0,805;3,89;103,465;0,136;167,391;2;0,098;30;9;0,65;NA;48,276;27,586;24,138;1,727;1,47;0;10;"COTES CALCAIRES EST";0;1;0,649;37,5;12,852;0;0,277;-1,87;0,187;2,1;0,382;2,663;1,379;-7,185;0,546;8,83;0,437;7,38;25,756;"COTES CALCAIRES EST";"tres fort"
4151;"TILLE A TIL-CHATEL 1";"06012055";865213;6715371;145025;2021-07-08;1,549;NA;2;18,5;14;259;NA;0,8;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Tille";15;31,84;51;78,48;0,68;36,329;7,162;13,572;13,816;0,829;0,528;0,519;17,123;11,844;37,471;19,756;20,983;2,6;1,901;1,789;7,64;14,04;18,5;0,955;0,01;0,293;0,563;1,462;0,074;0,496;2,613;101,68;0,115;7,387;3;0,155;30;0;0,866;NA;13,084;60,748;26,168;1,501;651,429;0;10;"COTES CALCAIRES EST";0;1,12;95,108;746,408;37,781;0;0,106;-0,116;-1,01;0,195;-0,737;0,399;0,529;-0,447;-2,947;0,82;-0,842;1,106;6,69;"COTES CALCAIRES EST";"moyen"
4155;"RUISSEAU DE BENUSSE A SAINT VIT";"06004195";915256;6678793;202841;2022-03-29;0,056;NA;NA;5,83;3,3;NA;NA;0,809;NA;"CR/VS/DL/PD";"continue";"continue";NA;"";"2017";"FDAAPPMA DOUBS";"Benusse";15;0,5;13,5;47,16;2,697;0,614;0,924;3,346;3,547;0,41;0,274;0,256;9,533;5,256;5,491;6,113;7,042;1,359;0,9;0,779;4,552;6,184;0,695;0,501;0,005;0,161;0,581;0,759;0,124;0,129;1,36;100,917;0,043;0,915;4;0,158;30;0;1,299;NA;89,714;10,286;0;1,176;21,376;0;10;"COTES CALCAIRES EST";0;1;1,487;11,801;1,931;0;0,101;-0,321;-0,062;0,393;-1,217;0,46;0,505;-1,232;-0,179;1,654;-1,391;1,275;6,237;"COTES CALCAIRES EST";"moyen"
4156;"SOBANT A ROUTELLE ";"06463970";915032;6678087;202850;2022-03-29;0,258;NA;NA;6,06;3,03;NA;NA;6,47;NA;"CR/VS/DL/PD";"espacée-régulière";"continue";NA;"";"2017";"FDAAPPMA DOUBS";"Sobant";15;22;38;71;0,9;25,511;0,649;2,986;3,169;0,327;0,21;0,195;11,907;14,699;5,505;5,664;6,819;1,447;0,969;0,803;3,94;50,955;5,622;0,585;0,006;0,161;0,713;0,561;0,099;1,048;1,504;100,903;0,344;63,513;3;0,185;30;0;0,671;NA;66,883;29,221;3,896;1,569;22,389;0;10;"COTES CALCAIRES EST";0;1;1,487;94,381;16,664;0;0,009;-0,469;0,083;0,444;0,868;0,436;0,046;-1,803;0,241;1,869;0,992;1,208;6,16;"COTES CALCAIRES EST";"moyen"
4174;"L'AIRE A VARENNES-EN-ARGONNE 1";"03156580";848052;6905466;105337;2022-06-01;1,251;NA;NA;21,47;11,66;NA;NA;2,61;NA;"";"semi-continue";"semi-continue";NA;"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aire";15;30,84;59;89,48;0,79;35,67;6,356;12,923;13,306;0,793;0,477;0,46;19,228;6,47;28,25;18,766;20,304;2,177;1,498;1,382;8,886;35,383;11,585;0,872;0,009;0,342;0,7;2,978;0,159;0,444;2,188;101,003;0,12;16,288;4;0,431;30;3;NA;NA;25;49,39;25,61;1,755;629,59;0;10;"COTES CALCAIRES EST";0;2,13;64,883;1661,271;88,526;0;0,067;0,038;0,024;0,026;0,441;0,137;0,331;0,146;0,07;0,108;0,504;0,378;1,537;"COTES CALCAIRES EST";"tres faible"
4175;"TILLE A CESSEY-SUR-TILLE 1";"06012600";867760;6688067;72630;2021-07-07;1,128;NA;1,5;21;10,1;252;NA;1,6;NA;"1 fosse d'1.5m de profondeur";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Rhône et cours d'eau côtiers méditerranéens";"";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Tille";13;9,84;20;33,16;0,884;12,716;2,278;9,5;9,639;0,418;0,244;0,239;26,419;32,151;47,177;23,548;25,065;3,066;2,025;1,891;7,721;29,677;92,768;1,106;0,011;0,17;0,732;5,865;0,249;2,041;3,285;102,666;0,457;65,289;4;0,214;26;0;0,866;NA;49,254;50,746;0;1,294;887,99;0,008;10;"COTES CALCAIRES EST";0;1,01;104,784;1644,69;69,843;0;0,176;-0,134;-0,77;0,283;0,001;0,45;0,875;-0,515;-2,245;1,19;0,001;1,247;6,074;"COTES CALCAIRES EST";"moyen"
4181;"LE BRUCHBACH À VELVING (INTER DER MUEHLE)";"02106225";957701;6909062;174145;2020-06-15;0,013;NA;0,24;2,61;1,71;36,54;NA;6,9;NA;"";"isolée";"isolée";NA;"";"2017";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Bruchbach";15;NA;NA;NA;NA;NA;0,258;2,528;2,623;0,204;0,108;0,103;12,65;2,756;0,571;3,361;3,517;0,308;0,17;0,162;11,064;10,993;0,039;0,124;0,001;0,068;0,652;1,066;0,317;0,075;0,308;99,978;0,059;0,851;2;0,043;30;0;NA;NA;97,826;2,174;0;1,206;3,164;0;10;"COTES CALCAIRES EST";0;1,04;0,39;26,399;7,855;0;0,156;0,743;-0,845;-0,618;0,651;-0,695;0,778;2,853;-2,465;-2,598;0,744;-1,927;11,364;"COTES CALCAIRES EST";"tres fort"
4182;"LE BRUCHBACH À VELVING";"02106224";957921;6909266;172408;2020-06-15;0,013;NA;0,33;3,24;2,33;45,36;NA;4,4;NA;"";"isolée";"isolée";NA;"";"2017";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Bruchbach";15;NA;NA;NA;NA;NA;0,317;3,378;3,44;0,206;0,097;0,095;16,475;2,966;0,579;4,382;4,462;0,273;0,133;0,13;16,1;5,618;0,029;0,109;0,001;0,068;0,736;1,084;0,247;0,053;0,273;99,967;0,047;0,303;4;0,029;30;0;NA;NA;97,814;2,186;0;1,087;8,27;0;10;"COTES CALCAIRES EST";0;1,05;0,39;16,834;3,841;0;0,093;1,03;-1,484;-0,977;0,339;-1,238;0,464;3,955;-4,327;-4,108;0,388;-3,432;16,674;"COTES CALCAIRES EST";"tres fort"
4184;"SOYE A SOYE 4";"06446362";963228;6710122;203229;2021-08-05;0,046;NA;0,3;3,1;2,1;43,4;NA;6,6;NA;"Aucun";"continue";"isolée";"Réseau complémentaire national de suivi de la qualité hydromorphologique des eaux superficielles continentales";"";"2017";"FDAAPPMA DOUBS";"Soye";15;2;7;20;1,725;3,162;0,337;1,96;2,121;0,263;0,174;0,158;8,418;5,733;2,092;3,156;4,03;0,955;0,67;0,518;3,339;33,569;0,629;0,395;0,004;0,106;0,674;0,549;0,174;0,306;0,96;100,554;0,12;13,272;3;0,087;30;2;NA;NA;60,938;25;14,062;1,814;6,631;0;10;"COTES CALCAIRES EST";0;1;0,477;30,884;9,785;0;-0,159;-0,523;-0,341;0,331;0,713;0,174;-0,793;-2,01;-0,995;1,391;0,815;0,482;6,485;"COTES CALCAIRES EST";"moyen"
4188;"LE RUISSEAU DE FRÊNES À ROZIÈRES-SUR-MOUZON";"02106654";904465;6784085;172410;2021-06-11;0,001;NA;0,09;2,17;0,66;30,38;NA;174,1;NA;"Embâcles ";"continue";"continue";NA;"";"2017";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Frenes";15;6;13;19,16;0,811;7,582;0,014;0,585;0,596;0,039;0,023;0,022;18,586;1,633;0,591;2,617;2,805;0,366;0,229;0,214;7,185;364,974;0,144;1,588;0,016;0,018;0,789;0,679;0,259;0,253;0,369;97,725;0,169;99,12;4;0,027;30;0;1,299;NA;69,048;30,952;0;1,027;1,822;0;10;"COTES CALCAIRES EST";0;1;0,647;1105,025;422,215;0;0,095;0,361;-1,164;-0,309;3,8;-0,341;0,473;1,388;-3,396;-1,299;4,342;-0,946;11,843;"COTES CALCAIRES EST";"tres fort"
4199;"LE RUISSEAU DE FRÊNES À SAUVILLE (REFERENCE)";"02106653";904949;6784340;92330;2022-06-28;0,002;NA;0,14;2,76;0,973;NA;NA;96,1;NA;"";"continue";"continue";NA;"";"2017";"CONSERVATOIRE ESPACES NATURELS DE LORRAINE";"Frenes";15;15,84;28;50;0,89;19,396;0,065;0,959;1,03;0,099;0,061;0,054;21,385;0,717;13,368;2,783;4,332;4,953;4,804;3,747;0,563;3532,571;7,168;3,233;0,033;0,078;1,206;0,398;0,143;0,547;4,968;103,021;0,08;2476,88;4;0,118;30;0;NA;NA;23,387;75,403;1,21;1,909;1,515;0;10;"COTES CALCAIRES EST";0;1,05;NA;NA;NA;0;0,22;-2,168;0,368;2,342;3,179;2,885;1,093;-8,329;1,072;9,85;3,632;7,995;31,972;"COTES CALCAIRES EST";"tres fort"
4202;"L'OURCE A VILLARS-SANTENOGE 1";"03006220";848257;6741864;201769;2022-05-16;0,075;NA;0,65;6,8;4,72;95,9;NA;1,418;NA;"";"absence";"bosquets éparses";NA;"Cours d'eau dans un ancien plan d'eau. Présence de PFL et très probablement de sonneur à ventre jaune.
x 848256
y 6741866";"2017";"AQUASCOP";"Ource";15;17;36;62,16;0,976;22,821;0,867;4,838;4,923;0,268;0,173;0,17;18,576;7,497;3,033;6,744;7,001;0,634;0,447;0,43;10,659;5,987;0,488;0,251;0,003;0,091;0,51;1,108;0,164;0,169;0,636;100,3;0,082;1,031;2;0,077;30;0;NA;NA;41,228;55,263;3,509;2,102;40,942;0;10;"COTES CALCAIRES EST";0;1,06;4,546;63,237;9,377;0;-0,023;0,47;-0,956;-0,531;-0,563;-0,51;-0,112;1,807;-2,789;-2,231;-0,643;-1,414;8,996;"COTES CALCAIRES EST";"fort"
4216;"LE SAUZAY A LA CHAPELLE-SAINT-ANDRE 1";"03025330";726263;6699999;201687;2022-05-12;0,32;NA;0,75;8,17;5,52;114,5;NA;1,839;NA;"";"isolée";"continue";NA;"x 726289
y 6700057";"2017";"AQUASCOP";"Sauzay";15;19;40,5;72;1,252;24,594;0,948;5,116;5,22;0,27;0,188;0,184;19,703;24,343;6,909;7,745;8,603;1,193;0,898;0,803;6,505;14,482;6,23;0,474;0,005;0,079;0,419;1,178;0,152;0,915;1,236;100,861;0,308;14,846;3;0,051;30;0;NA;NA;17,593;78,704;3,704;1,899;36,881;0;10;"COTES CALCAIRES EST";0;1,02;1,703;30,723;3,967;0;0,152;-0,014;-1,332;0,127;-0,318;0,374;0,754;-0,053;-3,883;0,535;-0,363;1,035;6,624;"COTES CALCAIRES EST";"moyen"
4217;"LE SAUZAY A LA CHAPELLE-SAINT-ANDRE 3";"03025340";726681;6700935;201809;2022-05-11;0,287;NA;1;9,27;7,36;129,5;NA;2,868;NA;"";"absence";"semi-continue";NA;"x 726674
y 6700922
Les bâtonnets de colmatage n'ont pas pu être retirés.";"2017";"AQUASCOP";"Sauzay";15;16;27;75,12;1,051;20,66;1,147;6,577;6,674;0,269;0,181;0,178;27,294;14,777;4,46;9,523;9,834;0,669;0,478;0,46;14,588;12,945;2,103;0,282;0,003;0,089;0,498;2,838;0,298;0,492;0,681;100,227;0,227;6,681;6;0,061;30;0;NA;NA;21,212;68,687;10,101;2,045;37,637;0;10;"COTES CALCAIRES EST";0;1,05;1,703;47,914;5,031;0;0,351;0,792;-1,163;-0,456;0,13;-0,076;1,748;3,042;-3,392;-1,92;0,148;-0,21;10,461;"COTES CALCAIRES EST";"tres fort"
4220;"LA RIVIERE DES FORGES A LA CHAPELLE-SAINT-ANDRE 1";"03025345";726424;6700997;201813;2022-05-11;0,04;NA;0,5;6,85;3,68;97,5;NA;1,198;NA;"";"semi-continue";"continue";NA;"X 726400
Y 6700963";"2017";"AQUASCOP";"Forges";15;3;9;21,16;1,346;3,953;0,501;4,099;4,163;0,165;0,122;0,12;25,465;9,485;7,405;7,856;8,971;1,302;0,944;0,83;6,033;9,76;2,148;0,533;0,005;0,043;0,35;0,823;0,105;0,293;1,306;101,084;0,096;3,247;4;0,033;30;0;0,595;NA;66,667;29,268;4,065;1,806;2,209;0;10;"COTES CALCAIRES EST";0;1,02;1,703;20,014;2,548;0;1,128;0,169;-1,013;0,913;-1,152;2,075;5,614;0,649;-2,953;3,838;-1,316;5,752;20,122;"COTES CALCAIRES EST";"tres fort"
4223;"LE RU DE BROSSES A BROSSES 1";"03026529";751206;6716956;80483;2022-05-09;0,017;NA;0,2;3,9;1,59;54,9;NA;2,984;NA;"";"absence";"absence";NA;"x 751237
y 6716958";"2017";"AQUASCOP";"Brosses";15;3;5;9,16;0,843;3,21;0,263;1,841;1,949;0,251;0,141;0,133;7,598;4,541;1,82;3,767;4,187;0,809;0,484;0,435;4,678;12,734;0,259;0,302;0,003;0,087;0,62;0,241;0,064;0,143;0,81;100,478;0,066;2,022;1;0,072;30;0;NA;NA;89,062;10,938;0;0,888;33,59;0,117;10;"COTES CALCAIRES EST";0;1,01;1,208;35,362;9,387;0;-0,537;-0,335;-0,964;-0,237;0,153;-0,906;-2,673;-1,287;-2,812;-0,998;0,175;-2,512;10,456;"COTES CALCAIRES EST";"tres fort"
4234;"LE RUISSEAU DE SOMBREUIL A FRONVILLE 2";"03088029";858888;6813648;203326;2022-05-18;0,048;NA;0,45;4,32;3,14;63,15;NA;7,929;NA;"";"semi-continue";"semi-continue";NA;"X 858888
Y 6813648";"2017";"AQUASCOP";"Sombreuil";15;9,84;20;47,16;1,07;13,036;0,613;2,631;2,831;0,35;0,233;0,211;9,228;2,48;2,783;4,31;4,983;0,979;0,652;0,559;4,537;43,467;0,417;0,439;0,004;0,173;0,749;0,448;0,104;0,152;0,981;100,391;0,061;7,603;4;0,172;30;8;0,39;NA;31,868;56,044;12,088;2,027;11,475;0;10;"COTES CALCAIRES EST";0;1,02;1,247;96,996;22,504;0;-0,035;-0,267;0,196;0,22;0,976;0,141;-0,176;-1,026;0,571;0,923;1,115;0,392;4,202;"COTES CALCAIRES EST";"tres faible"
4235;"LE TARNIER A SAILLY 1";"03088255";867098;6816427;203404;2022-05-18;0,002;NA;0,3;5,5;2,12;76,65;NA;8,495;NA;"";"semi-continue";"semi-continue";NA;"X 867102
Y 6816425";"2017";"AQUASCOP";"Tarnier";15;12,84;20;35;0,709;15,746;0,385;2,029;2,214;0,271;0,175;0,148;15,164;0,201;4,341;6,666;7,483;1,149;0,675;0,585;6,165;48,767;0,056;0,42;0,004;0,173;0,906;2,638;0,396;0,014;1,149;100,552;0,005;0,789;4;0,27;30;2;0,541;NA;38,793;58,621;2,586;1,977;12,153;0;10;"COTES CALCAIRES EST";0;1,05;1,739;144,921;21,741;0;0,381;0,034;0,628;0,365;1,053;0,553;1,896;0,132;1,83;1,537;1,203;1,532;8,13;"COTES CALCAIRES EST";"fort"
4239;"LE RUISSEAU DU VAU DE BOUCHE A VOUTENAY-SUR-CURE 1";"03033830";759466;6718609;78050;2022-05-10;0,169;NA;0,75;8,3;5,37;115,65;NA;1,112;NA;"";"continue";"continue";NA;"X 759447
Y 6718615";"2017";"AQUASCOP";"Vau de bouche";15;21,84;37,5;57,16;0,72;25,936;1,107;5,281;5,393;0,332;0,209;0,204;17,283;13,23;6,989;8,527;9,109;1,166;0,823;0,769;7,383;8,384;2,587;0,45;0,004;0,113;0,541;1,207;0,142;0,377;1,173;100,777;0,133;3,368;5;0,098;30;0;0,65;NA;3,361;87,395;9,244;1,819;67,82;0,005;10;"COTES CALCAIRES EST";0;1,2;3,51;38,29;4,491;0;0,04;0,057;-0,852;-0,046;-0,733;0,032;0,197;0,219;-2,485;-0,195;-0,838;0,088;4,021;"COTES CALCAIRES EST";"tres faible"
